context,responses,annotated_strategy,usefulness,fluency,style,emotion,emotion_adequate,strategy_adequate,role_consistency
"<sp1> Right. And China is the homeland of tea. <sp2> Yes, Chinese people love drinking tea so much. Some even claim they can't live without tea. <sp1> Do you know there are several catagories of Chinese tea?","Yes, there are several categories of Chinese tea, each with its unique flavor and characteristics. Some of the most popular categories include green tea, oolong tea, black tea, and pu-erh tea. Each type of tea has its own method of preparation and is enjoyed in different ways by Chinese people.","<I>Yes, there are several categories of Chinese tea, each with its unique flavor and characteristics.</I> <I> Some of the most popular categories include green tea, oolong tea, black tea, and pu-erh tea.</I> <I> Each type of tea has its own method of preparation and is enjoyed in different ways by Chinese people.</I> ",3,3,0,['neutral'],3,3,1
<sp1> Where do you want to go? <sp2> I'm going to the hospital. <sp1> Get in. I'll take you.,About how much will it cost?,<Q>About how much will it cost?</Q> ,2,3,1,['neutral'],3,3,1
<sp1> Where do you want to go? <sp2> I'm going to the hospital. <sp1> Get in. I'll take you.,I'm really grateful . I feel much better knowing someone is accompanying me.,<I>I'm really grateful .</I> <I> I feel much better knowing someone is accompanying me.</I> ,3,2,1,['neutral'],3,3,1
<sp1> Where do you want to go? <sp2> I'm going to the hospital. <sp1> Get in. I'll take you.,"Great, I'll go with you. Thanks for offering to take me to the hospital.","<c>Great, I'll go with you.</c> <i>Thanks for offering to take me to the hospital.</i> ",3,3,1,['neutral'],3,3,1
"<sp1> Now that's more like it! Bananas have lots of potassium, Too! <sp2> They're also good for your digestion! Would you like some kiwis, Too? <sp1> Are they from Taiwan?","No, They're from New Zealand. They're actually quite healthy!","<I>No, They're from New Zealand.</I> <I> They're actually quite healthy!</I> ",2,2,1,['neutral'],3,3,1
"<sp1> Now that's more like it! Bananas have lots of potassium, Too! <sp2> They're also good for your digestion! Would you like some kiwis, Too? <sp1> Are they from Taiwan?",They're imported from New Zealand. Four for 50NT. Nine for a hundred.,<I>They're imported from New Zealand.</I> <I> Four for 50NT.</I> <I> Nine for a hundred.</I> ,3,3,1,['neutral'],3,3,1
"<sp1> Now that's more like it! Bananas have lots of potassium, Too! <sp2> They're also good for your digestion! Would you like some kiwis, Too? <sp1> Are they from Taiwan?","No, They're from Malaysia!","<I>No, They're from Malaysia!</I> ",2,2,1,['neutral'],3,3,1
"<sp1> Now that's more like it! Bananas have lots of potassium, Too! <sp2> They're also good for your digestion! Would you like some kiwis, Too? <sp1> Are they from Taiwan?","Yes, They're from Taiwan.","<I>Yes, They're from Taiwan.</I> ",2,2,1,['neutral'],3,3,1
"<sp1> So how did I do on my driving test? <sp2> Do you want the truth? <sp1> Of course, I do.","You definitely have a few areas that need improvement. In particular, you need to be more aware of other cars, pedestrians, and traffic signals. Just keep practicing and consider taking a driver's education class if possible. Keep it up!","<I>You definitely have a few areas that need improvement.</I> <d> In particular, you need to be more aware of other cars, pedestrians, and traffic signals.</d> <D> Just keep practicing and consider taking a driver's education class if possible.</D> <d> Keep it up!</d> ",3,3,0,['neutral'],3,3,1
"<sp1> So how did I do on my driving test? <sp2> Do you want the truth? <sp1> Of course, I do.","You passed with flying colors, congratulations!","<I>You passed with flying colors, congratulations!</I> ",3,3,1,['happiness'],3,3,1
"<sp1> So how did I do on my driving test? <sp2> Do you want the truth? <sp1> Of course, I do.","You didn't do too well , but it's not a complete failure. You just need to practice more.","<I>You didn't do too well , but it's not a complete failure.</I> <D> You just need to practice more.</D> ",3,2,1,['neutral'],3,3,1
"<sp1> So how did I do on my driving test? <sp2> Do you want the truth? <sp1> Of course, I do.","Well, You passed your test, But you're not the best driver in the class.","<I>Well, You passed your test, But you're not the best driver in the class.</I> ",3,1,1,['neutral'],3,3,1
"<sp1> Everything is fine, And how are you? <sp2> Things are going well with me. <sp1> Kara, I had fun the other night at the movies and was wondering if you would like to go out again this Friday.",Sounds good to me. Let's plan to go out this Friday night. I'm looking forward to it.,<i>Sounds good to me.</i> <D> Let's plan to go out this Friday night.</D> <I> I'm looking forward to it.</I> ,3,3,1,['happiness'],3,3,1
"<sp1> Everything is fine, And how are you? <sp2> Things are going well with me. <sp1> Kara, I had fun the other night at the movies and was wondering if you would like to go out again this Friday.",I'd love to.,<i>I'd love to.</i> ,1,3,1,['neutral'],3,3,1
"<sp1> Everything is fine, And how are you? <sp2> Things are going well with me. <sp1> Kara, I had fun the other night at the movies and was wondering if you would like to go out again this Friday.","Sure, I would love to go out with you again this Friday.","<i>Sure, I would love to go out with you again this Friday.</i> ",3,3,1,['happiness'],3,3,1
"<sp1> Everything is fine, And how are you? <sp2> Things are going well with me. <sp1> Kara, I had fun the other night at the movies and was wondering if you would like to go out again this Friday.","I'd love to, But I don't have the money.","<i>I'd love to, But I don't have the money.</i> ",2,2,1,['sadness'],3,3,1
"<sp1> Everything is fine, And how are you? <sp2> Things are going well with me. <sp1> Kara, I had fun the other night at the movies and was wondering if you would like to go out again this Friday.","Mike, I don't think that it's a good idea to go out again. I really need to focus on getting packed and ready to move back home.","<I>Mike, I don't think that it's a good idea to go out again.</I> <c> I really need to focus on getting packed and ready to move back home.</c> ",3,3,1,['sadness'],3,3,1
"<sp1> Hello, Is that Xiaogang Li who applied for the Solar Studio of our college? <sp2> Yes, Speaking. <sp1> I want to know whether you will come to the interview. So have you accepted offers from other companies?","Yes, But I have to make sure that I am qualified before I take part in any competition.","<I>Yes,</i> <c>But I have to make sure that I am qualified before I take part in any competition.</c> ",3,2,1,['neutral'],3,3,1
"<sp1> Hello, Is that Xiaogang Li who applied for the Solar Studio of our college? <sp2> Yes, Speaking. <sp1> I want to know whether you will come to the interview. So have you accepted offers from other companies?","Yes, I have.","<I>Yes, I have.</I> ",1,3,1,['neutral'],3,3,1
"<sp1> Hello, Is that Xiaogang Li who applied for the Solar Studio of our college? <sp2> Yes, Speaking. <sp1> I want to know whether you will come to the interview. So have you accepted offers from other companies?","Yes, I have accepted offers from several companies.","<I>Yes, I have accepted offers from several companies.</I> ",2,3,1,['neutral'],3,3,1
"<sp1> Hello, Is that Xiaogang Li who applied for the Solar Studio of our college? <sp2> Yes, Speaking. <sp1> I want to know whether you will come to the interview. So have you accepted offers from other companies?","Yes, I will be at the interview. I have received offers from other companies, but Solar Studio seems like the best fit for my interests and career goals.","<I>Yes, I will be at the interview.</I> <I> I have received offers from other companies, but Solar Studio seems like the best fit for my interests and career goals.</I> ",3,3,0,['neutral'],3,3,1
"<sp1> Hello, Is that Xiaogang Li who applied for the Solar Studio of our college? <sp2> Yes, Speaking. <sp1> I want to know whether you will come to the interview. So have you accepted offers from other companies?","Yes , I have received offers from other companies, but Solar Studio has always been my first choice. So, I will definitely come for the interview and do my best to join Solar Studio.","<I>Yes , I have received offers from other companies, but Solar Studio has always been my first choice.</I> <c> So, I will definitely come for the interview and do my best to join Solar Studio.</c> ",3,2,1,['neutral'],3,3,1
"<sp1> Next, Please. Hello, May I help you, Sir? <sp2> Yes, I want to send a registered airmail letter to France. <sp1> Ok, It comes four dollars twenty cents.",Here you are.,<i>Here you are.</i> ,1,3,1,['neutral'],3,3,1
"<sp1> Next, Please. Hello, May I help you, Sir? <sp2> Yes, I want to send a registered airmail letter to France. <sp1> Ok, It comes four dollars twenty cents.",Here is five dollars.,<I>Here is five dollars.</I> ,1,3,1,['neutral'],3,3,1
"<sp1> Besides steamed fish, What else are you good at cooking? <sp2> I am good at stewing beef with potato, Frying chicken, Hot and sour soup etc. <sp1> So many dishes. Next Friday week is my birthday. I would like to invite you to cook for my dinner party, Ok?","Sure, What time will that be?","<Q>Sure, What time will that be?</Q> ",2,2,1,['neutral'],3,3,1
"<sp1> Besides steamed fish, What else are you good at cooking? <sp2> I am good at stewing beef with potato, Frying chicken, Hot and sour soup etc. <sp1> So many dishes. Next Friday week is my birthday. I would like to invite you to cook for my dinner party, Ok?","That sounds great! Thank you for the invitation. I would be more than happy to cook for your dinner party on your birthday. Can you provide more details, such as the number of guests, dietary restrictions, and any specific preferences they have? This will help me prepare a well-balanced menu that everyone can enjoy.","<I>That sounds great!</I> <I> Thank you for the invitation.</I> <I> I would be more than happy to cook for your dinner party on your birthday.</I> <D> Can you provide more details, such as the number of guests, dietary restrictions, and any specific preferences they have?</D> <I> This will help me prepare a well-balanced menu that everyone can enjoy.</I> ",3,3,0,['neutral'],3,3,1
"<sp1> Besides steamed fish, What else are you good at cooking? <sp2> I am good at stewing beef with potato, Frying chicken, Hot and sour soup etc. <sp1> So many dishes. Next Friday week is my birthday. I would like to invite you to cook for my dinner party, Ok?",I am sure I would love it. Thank you for inviting me.,<I>I am sure I would love it.</I> <I> Thank you for inviting me.</I> ,2,3,1,['happiness'],3,3,1
"<sp1> Besides steamed fish, What else are you good at cooking? <sp2> I am good at stewing beef with potato, Frying chicken, Hot and sour soup etc. <sp1> So many dishes. Next Friday week is my birthday. I would like to invite you to cook for my dinner party, Ok?","Yes, that would be great. I will help you prepare a wonderful dinner for your birthday party. Can you send me the recipes of the dishes you would like me to cook in advance? I can also bring some appetisers and desserts. We can discuss the details later. Looking forward to the occasion!","<C>Yes, that would be great.</C> <I> I will help you prepare a wonderful dinner for your birthday party.</I> <D> Can you send me the recipes of the dishes you would like me to cook in advance?</D> <c> I can also bring some appetisers and desserts.</c><D> We can discuss the details later.</D> <I> Looking forward to the occasion!</I> ",3,3,0,['happiness'],3,3,1
"<sp1> Besides steamed fish, What else are you good at cooking? <sp2> I am good at stewing beef with potato, Frying chicken, Hot and sour soup etc. <sp1> So many dishes. Next Friday week is my birthday. I would like to invite you to cook for my dinner party, Ok?",Why not? It is a good opportunity for me to practise cooking.,<C>Why not?</C> <I> It is a good opportunity for me to practise cooking.</I> ,3,3,1,['neutral'],3,3,1
"<sp1> Yeah, This place looks great. Wow, Look at her, She can certainly get down, Can't she? <sp2> She sure can. Are you jealous, Leslie? <sp1> A little, I wish I could do that.","Well, Leslie. I bet you could do it.","<I>Well, Leslie.</I> <I> I bet you could do it.</I> ",2,3,1,['neutral'],3,3,1
"<sp1> Yeah, This place looks great. Wow, Look at her, She can certainly get down, Can't she? <sp2> She sure can. Are you jealous, Leslie? <sp1> A little, I wish I could do that.",You can! With a little practice.,<i>You can!</i> <i> With a little practice.</i>,2,3,1,['neutral'],3,3,1
"<sp1> Yeah, This place looks great. Wow, Look at her, She can certainly get down, Can't she? <sp2> She sure can. Are you jealous, Leslie? <sp1> A little, I wish I could do that.",You can ! Just put on some dancing shoes and join her.,<i>You can !</i> <d> Just put on some dancing shoes and join her.</d> ,3,2,1,['happiness'],3,3,1
<sp1> True. I would like to have some salmonsashimi and a roast salmon head. <sp2> You sound like a seafood expert. I would like to have some stir-fried squids and steamed shrimps. <sp1> You are not too bad as well. I also want to have a steamed lobster. It is really taste like heaven.,I can't wait to try it.,<I>I can't wait to try it.</I> ,2,3,1,['neutral'],3,3,1
<sp1> True. I would like to have some salmonsashimi and a roast salmon head. <sp2> You sound like a seafood expert. I would like to have some stir-fried squids and steamed shrimps. <sp1> You are not too bad as well. I also want to have a steamed lobster. It is really taste like heaven.,Do you want to have the lobster in a large cast-iron skillet?,<q>Do you want to have the lobster in a large cast-iron skillet?</q>,3,3,1,['neutral'],3,3,1
<sp1> True. I would like to have some salmonsashimi and a roast salmon head. <sp2> You sound like a seafood expert. I would like to have some stir-fried squids and steamed shrimps. <sp1> You are not too bad as well. I also want to have a steamed lobster. It is really taste like heaven.,"Oh my god , a steamed lobster ? They are expensive . If you don't mind , I would like to have one as well.","<q>Oh my god , a steamed lobster ?</q> <I> They are expensive .</I> <D> If you don't mind , I would like to have one as well.</D> ",3,1,1,['surprise'],3,3,1
<sp1> True. I would like to have some salmonsashimi and a roast salmon head. <sp2> You sound like a seafood expert. I would like to have some stir-fried squids and steamed shrimps. <sp1> You are not too bad as well. I also want to have a steamed lobster. It is really taste like heaven.,Let's go into the restaurant and find a table to order some food.,<D>Let's go into the restaurant and find a table to order some food.</D> ,3,3,1,['neutral'],3,3,1
<sp1> True. I would like to have some salmonsashimi and a roast salmon head. <sp2> You sound like a seafood expert. I would like to have some stir-fried squids and steamed shrimps. <sp1> You are not too bad as well. I also want to have a steamed lobster. It is really taste like heaven.,"Awesome! Then let's have a delicious seafood feast together! I will make sure we get all the dishes we discussed, including the salmon sashimi, roast salmon head, stir-fried squids, steamed shrimps, and a steamed lobster. Can't wait to enjoy this delicious seafood extravaganza with you!","<i>Awesome!</i> <D> Then let's have a delicious seafood feast together!</D> <C> I will make sure we get all the dishes we discussed, including the salmon sashimi, roast salmon head, stir-fried squids, steamed shrimps, and a steamed lobster.</C> <I> Can't wait to enjoy this delicious seafood extravaganza with you!</I> ",3,3,0,['happiness'],3,3,1
"<sp1> Can you help me now? <sp2> No, But I'll be able to tomorrow. <sp1> That'll be too late.","I'll try my best to help you now, even though it might take me some time. It would be better than waiting until tomorrow, though I'll still be able to help you then if it becomes necessary.","<C>I'll try my best to help you now, even though it might take me some time.</C>  <i>It would be better than waiting until tomorrow,</i> <c>though I'll still be able to help you then if it becomes necessary.</c>",3,3,0,['neutral'],3,3,1
"<sp1> Can you help me now? <sp2> No, But I'll be able to tomorrow. <sp1> That'll be too late.",Why don't you ask Bill if he can help?,<D>Why don't you ask Bill if he can help?</D> ,3,3,1,['neutral'],3,3,1
"<sp1> Can you help me now? <sp2> No, But I'll be able to tomorrow. <sp1> That'll be too late.","I'm sorry, But I can't.","<i>I'm sorry, But I can't.</i> ",1,2,1,['sadness'],3,3,1
"<sp1> Can you help me now? <sp2> No, But I'll be able to tomorrow. <sp1> That'll be too late.","I understand your concern, but I'll make sure to help you as soon as I can.","<C>I understand your concern, but I'll make sure to help you as soon as I can.</C> ",2,3,1,['neutral'],3,3,1
<sp1> I have no problem with that. <sp2> Great! Would you prefer smoking or nonsmoking? <sp1> Definitely nonsmoking. I can't handle that smell.,"Nonsmoking. Now, Is a queen-size bed okay?","<I>Nonsmoking.</I>  <q>Now, Is a queen-size bed okay?</q>",[3],1,[1],['neutral'],[3],[3],[1]
<sp1> I have no problem with that. <sp2> Great! Would you prefer smoking or nonsmoking? <sp1> Definitely nonsmoking. I can't handle that smell.,"Sure, non-smoking is no problem for me. I don't enjoy the smell of cigarettes.","<I>Sure, non-smoking is no problem for me.</I> <I> I don't enjoy the smell of cigarettes.</I> ",3,3,1,['neutral'],3,3,0
<sp1> I have no problem with that. <sp2> Great! Would you prefer smoking or nonsmoking? <sp1> Definitely nonsmoking. I can't handle that smell.,"Sure, no problem. I prefer non-smoking areas too.","<C>Sure, no problem.</C> <I> I prefer non-smoking areas too.</I> ",3,3,1,['neutral'],3,3,1
"<sp1> Twenty of them are going abroad to China and America. <sp2> Do you have any going anywhere in the EU? If you do, Those are less expensive. <sp1> No.",That's a shame.,<I>That's a shame.</I> ,1,3,1,['neutral'],3,3,1
"<sp1> Twenty of them are going abroad to China and America. <sp2> Do you have any going anywhere in the EU? If you do, Those are less expensive. <sp1> No.","Ok, Here you go. That will be 18 pounds and seventy two pence.","<i>Ok, Here you go.</i> <d> That will be 18 pounds and seventy two pence.</d> ",3,2,1,['neutral'],3,3,1
"<sp1> Twenty of them are going abroad to China and America. <sp2> Do you have any going anywhere in the EU? If you do, Those are less expensive. <sp1> No.",Do you have any going to Japan?,<Q>Do you have any going to Japan?</Q> ,3,3,1,['neutral'],3,3,1
"<sp1> You look upset, Anything wrong? <sp2> I'm going to quit the job. <sp1> Why?",Because the company is not doing well.,<I>Because the company is not doing well.</I> ,3,3,1,['neutral'],3,3,1
"<sp1> You look upset, Anything wrong? <sp2> I'm going to quit the job. <sp1> Why?",I have been thinking of starting my own business.,<I>I have been thinking of starting my own business.</I> ,3,3,1,['neutral'],3,3,1
"<sp1> You look upset, Anything wrong? <sp2> I'm going to quit the job. <sp1> Why?","I'm really struggling with my role here, and I think it's time for a change.","<I>I'm really struggling with my role here, and I think it's time for a change.</I> ",3,3,1,['anger'],3,3,1
"<sp1> You look upset, Anything wrong? <sp2> I'm going to quit the job. <sp1> Why?",I don't feel like doing my job well enough.,<I>I don't feel like doing my job well enough.</I> ,2,2,1,['sadness'],3,3,1
<sp1> What about soup? <sp2> Sour-peppery soup. <sp1> Which condiment do you use for?,I use a little garlic.,<I>I use a little garlic.</I> ,2,3,1,['neutral'],3,3,1
<sp1> What about soup? <sp2> Sour-peppery soup. <sp1> Which condiment do you use for?,I use ginger and black pepper.,<I>I use ginger and black pepper.</I> ,2,3,1,['neutral'],3,3,1
<sp1> What about soup? <sp2> Sour-peppery soup. <sp1> Which condiment do you use for?,"To make a delicious and balanced sour-peppery soup, I usually add a small amount of vinegar or lemon juice and some freshly ground black pepper. This condiment pairing helps to enhance the sour and spicy flavors of the soup.","<I>To make a delicious and balanced sour-peppery soup, I usually add a small amount of vinegar or lemon juice and some freshly ground black pepper.</I> <I> This condiment pairing helps to enhance the sour and spicy flavors of the soup.</I> ",3,3,0,['neutral'],3,3,1
<sp1> What about soup? <sp2> Sour-peppery soup. <sp1> Which condiment do you use for?,"I'll use ginger, Garlic scallion, Hot pepper and vinegar.","<I>I'll use ginger, Garlic scallion, Hot pepper and vinegar.</I> ",[2],[1],1,['neutral'],[3],[3],[1]
